short_Tag,season,GI,BI,site,Block_no,Tiller.Length,Number.Of.Tillers,Spike.Length,Awn.Length,Flag.Length,Brittle.spike_lenhth,Plant.Biomass,No.Of.Spikelets,Z5_GDD,Z10_GDD,Z11_GDD,B.yellow_GDD,Bstart_GDD,britlemiddleGDD,ExpEndGdd,cm_1000gdd,sowing_to_z5,sowing_to_z10,flowering_time,flowering_to_yellowSpike,yellow_to_brittleStart,brittle_start_to_brittle_middle,Brittle_start_to_brittle_end,Grain_weight,number_of_grains,number_of_spikes,Grain_per_spike,spike_density,ProteinAsis.,StarchAsis.,BetaglucansAsis.,FiberAsis.,Location,Number,Feature,Polygon,Poligon_nu,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight
HS0206,2019,15,15,2,1,85.5,5,12,25,4.6,3.2,26.8,NA,617.1,1416.05,1481.9,2047.05,2093.85,2328.75,3059.15,NA,48,107,111,33,2,12,42,1.25,50,3,16.66666667,NA,14.2,35.6,5.19,5.03,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0208,2019,16,16,2,1,88,9,12.7,20.8,4.3,0,14.9,NA,550.75,1416.05,1493.8,2047.05,2232.05,2466.95,2724.05,NA,42,107,112,32,9,12,21,1.38,66,3,22,NA,13.94,48.7,4.28,4.17,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0209,2019,17,17,2,1,83.5,9,13.5,24.8,5.6,5,67.9,NA,617.1,1416.05,1493.8,2047.05,2047.05,2232.05,3059.15,NA,48,107,112,32,NA,9,44,1.41,58,3,19.33333333,NA,14.27,40.8,5.24,3.94,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0211,2019,18,18,2,1,82.5,8,13,21.9,5.4,3,20.7,NA,541.15,1355.45,1450.2,1923.8,2047.05,2117.65,3059.15,NA,41,104,109,29,6,3,44,1.62,63,3,21,NA,14.44,51.4,4.39,4.06,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0213,2019,19,19,2,1,93,7,15.2,22,6,3.5,31.6,NA,550.75,1355.45,1450.2,1923.8,1982.9,2138.3,3059.15,NA,42,104,109,29,3,7,47,1.1,46,3,15.33333333,NA,17.21,35.5,5.31,4.39,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0215,2019,20,20,2,1,81,8,12.9,22.6,6.3,4,69,NA,541.15,1450.2,1507.4,2047.05,2213.75,2270.95,3059.15,NA,41,109,113,31,8,3,36,1.37,44,3,14.66666667,NA,16.12,36.2,5.63,3.51,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0202,2019,301,1,2,2,82,13,11,20.4,5,4,63.5,NA,617.1,1267.6,1416.05,1923.8,1942.85,2047.05,3059.15,NA,48,99,107,31,1,5,49,0.41,44,3,14.66666667,NA,18.62,38.7,5.56,4.56,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0213,2019,326,26,2,2,87,8,15,22.5,6.5,5.3,25.5,NA,570.9,1374.55,1450.2,1942.85,1982.9,2047.05,3059.15,NA,44,105,109,30,2,3,47,0.34,48,3,16,NA,18.07,41,5.91,3.84,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0209,2019,367,67,2,2,77.5,7,11,24.7,5.2,3.5,94,NA,541.15,1336.4,1416.05,1923.8,1982.9,2047.05,3059.15,NA,41,103,107,31,3,3,47,0.39,48,3,16,NA,17.85,32.3,5.68,4.7,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0201,2019,457,157,2,2,93,10,15.3,19.5,12.5,4.7,174.5,NA,617.1,1374.55,1481.9,1982.9,2047.05,2138.3,3059.15,NA,48,105,111,30,3,4,44,2.1,70,3,23.33333333,NA,19.34,53.7,5.47,3.39,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0203,2019,464,164,2,2,61,5,13.5,21.5,6,5,28,NA,617.1,1416.05,1493.8,2047.05,2071.1,2213.75,3059.15,NA,48,107,112,32,1,7,43,2.12,62,3,20.66666667,NA,17.28,53.7,4.81,3.97,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0208,2019,500,200,2,2,73,3,11.5,22.6,6,0,59.5,NA,646.55,1450.2,1587.5,2117.65,2213.75,2348.65,2659.05,NA,50,109,119,28,5,7,20,1.12,38,2,19,NA,18.32,40.6,5.09,4.12,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0211,2019,514,214,2,2,87,13,14.5,23.9,9.6,2.2,117,NA,570.9,1416.05,1542.25,1962.25,2003.35,2403.35,3059.15,NA,44,107,116,24,2,20,46,2.11,76,3,25.33333333,NA,22.26,42.1,5.75,4.37,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0206,2019,541,241,2,2,77,3,13.5,26,5,4.4,47.5,NA,550.75,1450.2,1571.45,2138.3,2177.6,2270.95,3059.15,NA,42,109,118,30,2,5,38,1.41,42,3,14,NA,17.25,40.4,5.85,4.45,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0205,2019,581,281,2,2,79.5,10,14,26.5,9.6,0,90,NA,570.9,1336.4,1450.2,1942.85,1982.9,2047.05,2659.05,NA,44,103,109,30,2,3,31,1.13,46,3,15.33333333,NA,17.79,29.8,5.69,5.6,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0215,2019,594,294,2,2,88,11,11.5,24,9.3,2,83,NA,570.9,1507.4,1604.05,2213.75,2232.05,2328.75,2899.2,NA,44,113,120,32,1,5,28,1.74,50,3,16.66666667,NA,20.17,39.7,6.58,4.17,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0215,2019,612,12,2,3,91,15,13.8,25.9,11,0,205,NA,541.15,1450.2,1555.65,2093.85,2213.75,2270.95,2899.2,NA,41,109,117,29,6,3,29,2.45,67,3,22.33333333,NA,17.97,23.3,7.12,6.53,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0201,2019,613,13,2,3,86,14,13.6,21.5,8.6,4.8,69,NA,541.15,1336.4,1416.05,1923.8,1923.8,2138.3,3059.15,NA,41,103,107,31,NA,10,50,2.15,59,3,19.66666667,NA,18.93,31.1,5.9,5.77,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0209,2019,659,59,2,3,69,11,13.2,26.1,6.2,3.6,56,NA,541.15,1355.45,1450.2,1942.85,2047.05,2232.05,3059.15,NA,41,104,109,30,5,9,44,2.07,54,3,18,NA,14.24,37.1,5.65,5.79,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0203,2019,711,111,2,3,82.5,21,13.3,21.5,7.7,3.2,118.5,NA,541.15,1250.35,1374.55,1923.8,2047.05,2071.1,3059.15,NA,41,98,105,33,6,1,44,2.7,80,3,26.66666667,NA,16.22,42.4,5.58,4.65,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0206,2019,841,241,2,3,75,5,13.6,24.7,5.8,3.9,45.5,NA,617.1,1416.05,1542.25,2047.05,2117.65,2270.95,3059.15,NA,48,107,116,28,3,8,41,1.93,54,3,18,NA,14.91,38.5,5.68,4.97,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0205,2019,854,254,2,3,100,5,12.5,23,5.5,0,18,NA,617.1,1336.4,1450.2,1923.8,1982.9,2093.85,2512.5,NA,48,103,109,29,3,5,26,1.75,47,3,15.66666667,NA,16.01,26.7,5.96,5.74,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0202,2019,870,270,2,3,76,7,11,19.5,7.8,4.4,41.5,NA,617.1,1336.4,1416.05,1923.8,1942.85,2093.85,3059.15,NA,48,103,107,31,1,7,49,1.62,47,3,15.66666667,NA,15.73,39.8,5.68,4.39,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0211,2019,875,275,2,3,83,8,13.2,21.5,5.1,3.7,76.5,NA,541.15,1355.45,1481.9,1982.9,2047.05,2138.3,3059.15,NA,41,104,111,30,3,4,44,2,60,3,20,NA,15.45,41.8,5.55,4.65,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0208,2019,879,279,2,3,81.5,17,13.2,22.4,9,0,107.5,NA,541.15,1450.2,1555.65,2047.05,2093.85,2328.75,2899.2,NA,41,109,117,27,2,12,35,1.75,65,3,21.66666667,NA,18.19,36.5,5.42,4.88,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0213,2019,893,293,2,3,84.5,5,14.5,22.8,7,4.5,42,NA,715.45,1374.55,1481.9,1923.8,1982.9,2047.05,3059.15,NA,56,105,111,27,3,3,47,1.39,43,3,14.33333333,NA,14.84,33.3,6.26,5.13,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0213,2019,903,3,2,4,79.5,3,13.5,20.2,9,3.8,14.2,NA,646.55,1450.2,1555.65,2071.1,2071.1,2213.75,3059.15,NA,50,109,117,28,NA,7,43,0.73,28,2,14,NA,13.3,37.2,2.65,4.61,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0206,2019,915,15,2,4,108,25,16.4,24.6,8.5,3.7,354.5,NA,541.15,1450.2,1587.5,2071.1,2117.65,2213.75,3059.15,NA,41,109,119,26,2,5,41,2.05,60,3,20,NA,16.49,35,3.78,4.25,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0211,2019,974,74,2,4,88,15,13.8,23.1,7.5,3,98.6,NA,541.15,1336.4,1450.2,1942.85,2047.05,2138.3,3059.15,NA,41,103,109,30,5,4,44,1.67,61,3,20.33333333,NA,17.81,46.2,4.91,4.55,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0201,2019,985,85,2,4,83.5,23,14.7,20.5,10.3,2.5,123.8,NA,541.15,1355.45,1450.2,1942.85,1982.9,2213.75,2899.2,NA,41,104,109,30,2,11,40,2.51,75,3,25,NA,15.52,49,5.13,4.33,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0215,2019,1088,188,2,4,79,7,9.7,24.5,5.5,4.3,33.5,NA,617.1,1374.55,1467.25,2093.85,2117.65,2213.75,3059.15,NA,48,105,110,36,1,5,41,1.57,NA,3,NA,NA,16.37,32.6,3.33,4.64,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0203,2019,1098,198,2,4,92.5,17,12.5,21.6,8,4.8,59.5,NA,541.15,1355.45,1450.2,1942.85,1982.9,2117.65,3059.15,NA,41,104,109,30,2,6,47,1.07,NA,3,NA,NA,13.9,40.5,1.46,4.43,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0205,2019,1113,213,2,4,88,4,12.5,24,5.4,6.5,70.5,NA,852.8,1336.4,1481.9,1982.9,2047.05,2138.3,3059.15,NA,68,103,111,30,3,4,44,1.96,NA,3,NA,NA,16.39,21.6,3.72,5.86,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0209,2019,1132,232,2,4,85,10,12.8,24,6,3.5,33.5,NA,541.15,1355.45,1467.25,1942.85,2047.05,2213.75,3059.15,NA,41,104,110,29,5,8,44,2.14,NA,3,NA,NA,13.26,33.5,3.2,4.79,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0202,2019,1151,251,2,4,93,19,14,22,9,4,113.5,NA,617.1,1336.4,1450.2,1942.85,1982.9,2117.65,3059.15,NA,48,103,109,30,2,6,47,2.82,NA,3,NA,NA,15.3,44.9,3.97,4.2,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0208,2019,1164,264,2,4,57,3,10.4,18,4.5,0,5,NA,617.1,1416.05,1467.25,1982.9,2047.05,2213.75,2899.2,NA,48,107,110,31,3,8,37,1.12,NA,NA,NA,NA,12.47,45.2,1.43,4.36,Beit_Zeida,2,Hot,North,1,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185
HS0302,2019,21,21,3,1,66,8,11,22.4,3.6,3.5,44,NA,541.15,1624.35,1715.85,2232.05,2232.05,2328.75,3059.15,NA,41,121,126,27,NA,5,35,1.51,52,3,17.33333333,NA,15.99,39.5,4.71,4.42,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0305,2019,22,22,3,1,73.5,16,12.2,21.5,7.7,4,56.8,NA,541.15,1767.85,1907.1,2348.65,2328.75,2466.95,3059.15,NA,41,129,137,22,NA,7,30,1.63,55,3,18.33333333,NA,16.5,35.7,4.88,4.75,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0306,2019,23,23,3,1,79,18,14,25.1,6.6,4.5,69.9,NA,617.1,1698.05,1812.2,2328.75,2270.95,2383.7,3059.15,NA,48,125,131,27,NA,6,33,1.43,56,3,18.66666667,NA,19.59,33.1,5.46,4.41,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0307,2019,24,24,3,1,66,13,14.8,21.5,3.9,2,31.9,NA,550.75,1542.25,1660.1,2138.3,2232.05,2328.75,3059.15,NA,42,116,123,25,5,5,35,1.66,61,3,20.33333333,NA,14.9,45.1,4.96,4.34,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0311,2019,25,25,3,1,77,15,15,25.5,10.6,4,46,NA,541.15,1624.35,1767.85,2232.05,2328.75,2383.7,3059.15,NA,41,121,129,24,5,3,30,2.18,66,3,22,NA,16.22,32.3,5.3,4.9,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0312,2019,26,26,3,1,64,15,13,23.2,3.5,3.5,23.8,NA,617.1,1507.4,1604.05,2093.85,2117.65,2138.3,3059.15,NA,48,113,120,26,1,1,41,1.65,61,3,20.33333333,NA,13.38,36.1,5.4,4.64,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0301,2019,27,27,3,1,63.5,14,14.3,24.9,7.9,4.5,20.7,NA,617.1,1542.25,1678.7,2138.3,2232.05,2383.7,3059.15,NA,48,116,124,24,5,8,35,1.9,60,3,20,NA,12.44,45.6,4.79,4.17,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0318,2019,28,28,3,1,84,17,13,28.5,7,5,60.4,NA,541.15,1792.6,1923.8,2383.7,2383.7,2466.95,3059.15,NA,41,130,138,23,NA,4,27,1.31,56,3,18.66666667,NA,12.86,42.4,4.81,4.47,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
HS0319,2019,29,29,3,1,87.5,35,13.5,26,7.4,4.5,74.6,NA,541.15,1812.2,1982.9,2466.95,2348.65,2512.5,3059.15,NA,41,131,141,24,NA,8,29,1.82,51,3,17,NA,13.57,29.7,5.15,5.94,Mount_Hermon,3,Cold,North,1,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926
